animal_id,group_no,inoculum,inoculation_batch,dpi,sample_mass_mg,date_nuc_prep,incubation_time_hrs,population,count_statistic,count_value
918311,2,ME7,BATCH4,60,189,2025-07-16,18.72,SOX10+,EstTotalCount_per_mg,5073.148148148148
917447,10,ME7,BATCH3,90,237,2025-07-23,17.97,SOX10+,EstTotalCount_per_mg,5045.443037974684
917425,20,CBH,BATCH3,120,238,2025-07-23,18.05,SOX10+,EstTotalCount_per_mg,3064.4621848739494
918262,19,22L,BATCH4,120,228,2025-08-07,17.72,SOX10+,EstTotalCount_per_mg,5216.491228070176
916501,11,22L,BATCH2,90,245,2025-08-07,17.93,SOX10+,EstTotalCount_per_mg,4433.0
918288,9,RML,BATCH4,90,300,2025-08-11,20.12,SOX10+,EstTotalCount_per_mg,4991.1466666666665
916476,12,CBH,BATCH1,90,257,2025-08-11,20.38,SOX10+,EstTotalCount_per_mg,4356.245136186771
916524,20,CBH,BATCH2,120,219,2025-08-12,18.7,SOX10+,EstTotalCount_per_mg,4589.593607305936
916543,1,RML,BATCH2,60,203,2025-08-12,19.0,SOX10+,EstTotalCount_per_mg,5462.369458128079
918283,17,RML,BATCH4,120,240,2025-08-13,16.73,SOX10+,EstTotalCount_per_mg,5901.583333333333
918282,4,CBH,BATCH4,60,212,2025-08-13,17.25,SOX10+,EstTotalCount_per_mg,2853.9056603773583
917422,1,RML,BATCH3,60,252,2025-08-19,19.02,SOX10+,EstTotalCount_per_mg,3193.281746031746
918318,4,CBH,BATCH4,60,221,2025-08-19,19.48,SOX10+,EstTotalCount_per_mg,2052.085972850679
917440,4,CBH,BATCH3,60,254,2025-08-20,18.8,SOX10+,EstTotalCount_per_mg,2986.6141732283463
916468,19,22L,BATCH1,120,243,2025-08-20,19.43,SOX10+,EstTotalCount_per_mg,3496.9053497942386
917445,3,22L,BATCH3,60,294,2025-08-21,22.62,SOX10+,EstTotalCount_per_mg,4252.867346938776
918278,17,RML,BATCH4,120,215,2025-08-21,18.08,SOX10+,EstTotalCount_per_mg,5368.344186046512
918310,1,RML,BATCH4,60,246,2025-05-06,19.0,SOX2+,EstTotalCount_per_mg,1015.7967479674796
917423,19,22L,BATCH3,120,207,2025-05-06,19.67,SOX2+,EstTotalCount_per_mg,592.9903381642512
918309,4,CBH,BATCH4,60,240,2025-05-07,16.92,SOX2+,EstTotalCount_per_mg,977.6583333333333
916462,1,RML,BATCH1,60,248,2025-05-08,18.5,SOX2+,EstTotalCount_per_mg,985.2862903225806
918277,9,RML,BATCH4,90,220,2025-05-08,18.98,SOX2+,EstTotalCount_per_mg,1356.8545454545454
917432,17,RML,BATCH3,120,245,2025-05-12,19.0,SOX2+,EstTotalCount_per_mg,482.55102040816325
918304,2,ME7,BATCH4,60,237,2025-05-12,19.33,SOX2+,EstTotalCount_per_mg,771.9029535864979
918279,10,ME7,BATCH4,90,255,2025-05-13,17.83,SOX2+,EstTotalCount_per_mg,1125.4666666666667
916466,3,22L,BATCH1,60,251,2025-05-14,18.67,SOX2+,EstTotalCount_per_mg,698.1235059760957
916440,18,ME7,BATCH1,120,250,2025-05-14,19.25,SOX2+,EstTotalCount_per_mg,563.452
918293,12,CBH,BATCH4,90,267,2025-05-15,17.45,SOX2+,EstTotalCount_per_mg,1147.370786516854
916504,10,ME7,BATCH2,90,242,2025-05-19,18.83,SOX2+,EstTotalCount_per_mg,1173.9462809917356
918289,2,ME7,BATCH4,60,219,2025-05-19,19.17,SOX2+,EstTotalCount_per_mg,835.6301369863014
918280,12,CBH,BATCH4,90,208,2025-05-20,17.17,SOX2+,EstTotalCount_per_mg,1171.6971153846155
918302,1,RML,BATCH4,60,270,2025-05-21,18.0,SOX2+,EstTotalCount_per_mg,892.2481481481482
918296,4,CBH,BATCH4,60,200,2025-05-21,18.67,SOX2+,EstTotalCount_per_mg,809.975
917444,18,ME7,BATCH3,120,252,2025-05-22,16.75,SOX2+,EstTotalCount_per_mg,589.1587301587301
916500,17,RML,BATCH2,120,211,2025-05-22,18.28,SOX2+,EstTotalCount_per_mg,867.2227488151659
918261,10,ME7,BATCH4,90,255,2025-05-28,18.92,SOX2+,EstTotalCount_per_mg,1269.3019607843137
918264,11,22L,BATCH4,90,224,2025-05-28,19.28,SOX2+,EstTotalCount_per_mg,1005.8928571428571
918276,18,ME7,BATCH4,120,240,2025-05-29,17.47,SOX2+,EstTotalCount_per_mg,1114.7625
918274,3,22L,BATCH4,60,241,2025-05-29,18.07,SOX2+,EstTotalCount_per_mg,651.9585062240664
918291,10,ME7,BATCH4,90,238,2025-06-02,19.23,SOX2+,EstTotalCount_per_mg,1105.8655462184875
917461,12,CBH,BATCH3,90,229,2025-06-02,19.78,SOX2+,EstTotalCount_per_mg,1371.5065502183406
918263,20,CBH,BATCH4,120,235,2025-06-03,17.6,SOX2+,EstTotalCount_per_mg,735.263829787234
916525,2,ME7,BATCH2,60,209,2025-06-03,17.58,SOX2+,EstTotalCount_per_mg,2067.622009569378
916507,18,ME7,BATCH2,120,235,2025-06-04,19.2,SOX2+,EstTotalCount_per_mg,1061.4510638297872
916439,12,CBH,BATCH1,90,252,2025-06-04,19.38,SOX2+,EstTotalCount_per_mg,1421.2619047619048
916458,10,ME7,BATCH1,90,241,2025-06-10,18.9,SOX2+,EstTotalCount_per_mg,825.4813278008298
918285,12,CBH,BATCH4,90,284,2025-06-10,19.63,SOX2+,EstTotalCount_per_mg,1185.2464788732395
918287,20,CBH,BATCH4,120,251,2025-06-11,18.42,SOX2+,EstTotalCount_per_mg,1313.3784860557769
916459,4,CBH,BATCH1,60,200,2025-06-11,18.67,SOX2+,EstTotalCount_per_mg,1027.94
918270,18,ME7,BATCH4,120,252,2025-06-12,17.52,SOX2+,EstTotalCount_per_mg,1258.5992063492063
916534,9,RML,BATCH2,90,213,2025-06-12,17.85,SOX2+,EstTotalCount_per_mg,849.6431924882629
918271,11,22L,BATCH4,90,232,2025-06-16,19.83,SOX2+,EstTotalCount_per_mg,893.7284482758621
916510,3,22L,BATCH2,60,242,2025-06-16,19.95,SOX2+,EstTotalCount_per_mg,1718.0371900826447
918269,19,22L,BATCH4,120,232,2025-06-17,17.58,SOX2+,EstTotalCount_per_mg,1927.6853448275863
918273,1,RML,BATCH4,60,179,2025-06-17,17.57,SOX2+,EstTotalCount_per_mg,1383.2122905027934
918284,3,22L,BATCH4,60,235,2025-06-18,18.9,SOX2+,EstTotalCount_per_mg,1621.3021276595746
917430,11,22L,BATCH3,90,207,2025-06-18,19.53,SOX2+,EstTotalCount_per_mg,915.536231884058
917442,2,ME7,BATCH3,60,248,2025-06-19,18.67,SOX2+,EstTotalCount_per_mg,898.0
918267,18,ME7,BATCH4,120,234,2025-06-19,19.03,SOX2+,EstTotalCount_per_mg,850.7820512820513
916486,2,ME7,BATCH1,60,241,2025-06-25,18.8,SOX2+,EstTotalCount_per_mg,675.0082987551867
916445,11,22L,BATCH1,90,220,2025-06-25,19.33,SOX2+,EstTotalCount_per_mg,1137.95
916495,20,CBH,BATCH1,120,270,2025-06-26,18.78,SOX2+,EstTotalCount_per_mg,1648.1925925925925
918286,17,RML,BATCH4,120,197,2025-06-26,19.0,SOX2+,EstTotalCount_per_mg,896.2842639593908
918266,20,CBH,BATCH4,120,254,2025-06-30,19.05,SOX2+,EstTotalCount_per_mg,1062.4291338582677
918268,3,22L,BATCH4,60,224,2025-06-30,19.73,SOX2+,EstTotalCount_per_mg,1506.4732142857142
918272,9,RML,BATCH4,90,215,2025-07-01,17.47,SOX2+,EstTotalCount_per_mg,1492.7906976744187
918281,11,22L,BATCH4,90,285,2025-07-01,17.77,SOX2+,EstTotalCount_per_mg,1284.5684210526315
916554,9,RML,BATCH2,90,262,2025-07-14,17.93,SOX2+,EstTotalCount_per_mg,1247.7213740458014
916477,17,RML,BATCH1,120,212,2025-07-15,17.52,SOX2+,EstTotalCount_per_mg,1452.5707547169811
916470,9,RML,BATCH1,90,281,2025-07-15,17.65,SOX2+,EstTotalCount_per_mg,1180.6192170818506
916515,19,22L,BATCH2,120,250,2025-07-14,18.0,SOX2+,EstTotalCount_per_mg,845.508
918275,19,22L,BATCH4,120,212,2025-07-16,18.17,SOX2+,EstTotalCount_per_mg,1964.7594339622642
918311,2,ME7,BATCH4,60,189,2025-07-16,18.72,SOX2+,EstTotalCount_per_mg,2195.915343915344
917447,10,ME7,BATCH3,90,237,2025-07-23,17.97,SOX2+,EstTotalCount_per_mg,1240.8776371308018
917425,20,CBH,BATCH3,120,238,2025-07-23,18.05,SOX2+,EstTotalCount_per_mg,1035.6680672268908
918262,19,22L,BATCH4,120,228,2025-08-07,17.72,SOX2+,EstTotalCount_per_mg,1712.5043859649122
916501,11,22L,BATCH2,90,245,2025-08-07,17.93,SOX2+,EstTotalCount_per_mg,1033.7714285714285
918288,9,RML,BATCH4,90,300,2025-08-11,20.12,SOX2+,EstTotalCount_per_mg,896.12
916476,12,CBH,BATCH1,90,257,2025-08-11,20.38,SOX2+,EstTotalCount_per_mg,1046.645914396887
916524,20,CBH,BATCH2,120,219,2025-08-12,18.7,SOX2+,EstTotalCount_per_mg,1058.9908675799086
916543,1,RML,BATCH2,60,203,2025-08-12,19.0,SOX2+,EstTotalCount_per_mg,1347.128078817734
918283,17,RML,BATCH4,120,240,2025-08-13,16.73,SOX2+,EstTotalCount_per_mg,947.1208333333333
918282,4,CBH,BATCH4,60,212,2025-08-13,17.25,SOX2+,EstTotalCount_per_mg,1180.872641509434
917422,1,RML,BATCH3,60,252,2025-08-19,19.02,SOX2+,EstTotalCount_per_mg,911.3055555555555
918318,4,CBH,BATCH4,60,221,2025-08-19,19.48,SOX2+,EstTotalCount_per_mg,689.1628959276018
917440,4,CBH,BATCH3,60,254,2025-08-20,18.8,SOX2+,EstTotalCount_per_mg,1031.3070866141732
916468,19,22L,BATCH1,120,243,2025-08-20,19.43,SOX2+,EstTotalCount_per_mg,707.1975308641976
917445,3,22L,BATCH3,60,294,2025-08-21,22.62,SOX2+,EstTotalCount_per_mg,1220.2312925170068
918278,17,RML,BATCH4,120,215,2025-08-21,18.08,SOX2+,EstTotalCount_per_mg,812.5162790697674
